source_id,ra,dec,nss_solution_type,label_crossmatch,period,eccentricity,inclination,parallax_over_error,ruwe,astrometric_chi2_al,astrometric_excess_noise,visibility_periods_used,phot_g_mean_mag,arg_periastron_sin,arg_periastron_cos
1794736064130354816,329.6238721609432,22.76606616470013,SB1,0,1.690077573155599,0.0945156765170227,0.0,25.203423,1.0912079,1298.9362,0.20353626,16.0,8.501187,0.35208003403227506,-0.9359698978256897
1797961167956835968,325.1490884162415,25.076959560566287,SB1,0,2.153802038193125,0.2940118171479955,0.0,147.97383,0.9135786,324.75824,0.047000855,17.0,12.586972,0.18342712782578668,-0.9830333101058084
5251844060635259776,157.6674734967359,-64.2368885815418,EclipsingBinary,0,2.5826377868652344,0.0,81.86700939179885,12.632529,0.9773852,389.06238,0.0,27.0,15.309093,0.0,1.0
5823695282239625728,230.90142260532892,-66.89901205635911,SB1,0,365.5843701969449,0.0427787222383594,0.0,36.02116,1.0617335,1465.3223,0.09907661,29.0,10.154522,-0.8690461516290512,0.4947310242331041
5862296386714525696,196.2884249961597,-63.715665725694414,EclipsingBinary,0,4.464059352874756,0.264528214931488,86.58867818389363,10.36681,0.9660205,434.33737,0.0,27.0,16.137798,0.16699635893839251,-0.985957512320546
5917344119224052224,258.02123980924483,-56.17222431777533,SB1,0,42.497744076216925,0.3475276529877873,0.0,55.041424,0.9663083,798.7948,0.028289873,18.0,12.302317,-0.9119708054939696,-0.4102551034742656
6654048387653758592,276.66336270930964,-51.610484762640496,SB1,0,14.05291748811796,0.0469308508473779,0.0,146.87486,0.99950606,455.0679,0.060222384,19.0,12.326546,0.8757194768033655,-0.4828202542843868
413922082978017280,20.981179265496248,58.60872561795716,SB1,0,295.1295948372363,0.0580997447450252,0.0,19.550001,1.3367828,1722.4674,0.08100891,26.0,13.120081,0.7395635669504145,-0.6730867183651598
581337228107371264,131.0245347054236,3.5819755926468524,SB1,0,317.31370659966257,0.418832682946496,0.0,29.646492,1.0744166,909.0037,0.08496346,18.0,10.799837,-0.13479436096500785,-0.9908735944872258
4533417287517288064,284.20046244539765,24.344178918470128,SB1,0,175.86829734825525,0.0934831040821097,0.0,18.369125,1.2377189,2238.1497,0.14728305,27.0,10.951054,-0.11196808655534474,0.993711803086355
4533692543382818176,286.2819348114071,24.886384617196004,SB1,0,1.1110798936263822,0.1197514868818706,0.0,56.438904,0.98203135,1264.0283,0.07898274,29.0,12.065082,0.22979946150499855,0.9732380014631635
4142047528046768384,260.23082812994784,-11.905311547285509,SB1,0,7.008260607279929,0.0544252512694739,0.0,93.06874,1.1826156,1153.7021,0.10469516,18.0,12.263111,-0.7942392481341134,0.6076051486972097
